000032, 1.7794
000033, 1.3661
000042, 1.4925
000061, 1.5015
000129, 0.6680
000187, 1.3333
000250, 1.3333
000256, 1.4577
000528, 1.3333
000549, 0.7500
000559, 1.3514
000648, 1.5015
000733, 1.0345
000768, 1.3333
000793, 1.3333
000804, 0.6660
000822, 1.3369
000830, 1.3333
000904, 1.3333
000999, 0.7500
001073, 1.3333
001239, 1.3333
001299, 0.8580
001408, 0.6660
001420, 1.5060
001457, 1.3333
001526, 1.6779
001586, 1.2060
001594, 1.5015
001630, 0.7500
001717, 1.2376
001733, 1.0000
001761, 1.5015
001825, 1.3333
001834, 1.4970
001960, 0.6580
002055, 1.3333
002120, 1.4925
002132, 1.3333
002212, 1.4970
002234, 1.3333
002260, 1.5152
002284, 0.7500
002293, 0.6640
002368, 0.6660
002403, 1.3333
002445, 0.7200
002539, 1.5015
002545, 0.7500
002611, 1.3333
002648, 1.3333
002669, 1.3333
002845, 0.7500
002914, 1.3333
002953, 1.3514
003011, 1.3333
003051, 1.5015
003088, 1.3333
003106, 1.3333
003110, 1.3966
003134, 1.3661
003169, 1.3333
003188, 1.3333
003205, 0.6660
003330, 1.5015
003349, 1.5015
003367, 1.3333
003373, 1.3333
003499, 1.3333
003506, 1.5060
003525, 1.3333
003529, 1.5015
003565, 1.3333
003604, 1.3333
003621, 1.4577
003714, 1.3333
003786, 1.7794
003788, 1.7794
003861, 1.4970
003889, 1.5094
003991, 1.2853
004009, 1.3661
004033, 1.4620
004052, 1.5674
004121, 1.5060
004189, 1.5015
004190, 1.3333
004241, 1.3333
004281, 1.3333
004291, 0.7500
004392, 1.3333
004481, 1.2165
004500, 1.3333
004510, 1.3333
004537, 1.2887
004627, 1.3333
004644, 1.5015
004705, 1.5152
004830, 1.5015
004841, 1.3333
004902, 1.3333
004951, 1.3333
005058, 1.3333
005086, 1.3333
005107, 1.3333
005114, 1.5528
005124, 1.5432
005130, 1.0000
005173, 1.7301
005262, 1.3333
005273, 1.3333
005304, 1.2500
005358, 1.3333
005360, 1.4925
005368, 0.6680
005509, 1.4925
005547, 1.3333
005600, 1.4925
005705, 0.7500
005803, 1.3333
005813, 0.6700
005859, 1.3333
005911, 1.3333
005951, 1.3333
006004, 0.6660
006066, 1.5015
006134, 1.3333
006171, 1.3333
006400, 1.4925
006483, 1.3263
006549, 0.7500
006560, 1.3333
006605, 1.3333
006660, 1.2500
006698, 1.3333
006704, 1.3333
006864, 1.4970
006866, 1.2245
006899, 0.9920
006900, 1.3333
007003, 1.3333
007007, 1.3369
007130, 1.3333
007154, 0.7500
007168, 0.7500
007250, 1.5015
007398, 1.7668
007417, 1.8587
007477, 0.8620
007481, 1.5060
007493, 1.3333
007524, 0.6660
007530, 0.7560
007621, 1.3333
007748, 0.6640
007795, 1.3333
007810, 0.7500
007836, 1.3333
007878, 0.7500
007908, 1.5015
007996, 1.5015
008043, 1.0139
008051, 1.3333
008072, 1.3846
008084, 0.6760
008106, 0.7500
008142, 1.5060
008203, 1.3333
008204, 1.3369
008218, 1.3333
008260, 1.3333
008374, 1.3333
008403, 0.9980
008468, 1.3333
008596, 0.7417
008645, 1.5152
008670, 0.6620
008764, 0.8000
008815, 1.3333
008932, 1.3333
008944, 0.8880
008948, 1.3333
008973, 1.5015
008980, 0.9180
009068, 1.3333
009209, 1.3333
009245, 1.3333
009251, 1.5015
009252, 1.3550
009295, 1.3333
009327, 0.6680
009392, 1.5106
009413, 1.0000
009419, 1.5015
009422, 1.4970
009446, 1.3333
009458, 0.9460
009562, 0.7140
009605, 1.3333
009618, 1.3333
009654, 0.6660
009684, 1.3333
009691, 1.5015
009709, 0.7500
009756, 1.3333
009807, 1.5015
009832, 1.3333
009911, 1.2500
009938, 1.3333
